Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,JobLevel_1,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,JobLevel_6,JobLevel_7,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No
-0.5569854,1.2306873,-1.1625849,0.0,1.0,-1.3010572,2.0,4.0,0.76147133,-0.70745337,-0.6070087,0.009475266,0.0,4.0,1.0,0.44597757,1.6058325,2.0,1.0893878,1.5096048,1.2423108,-0.7479721,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.33058846,-1.4878957,0.28877005,2.0,1.0,1.3886031,0.0,3.0,1.373372,-1.2616454,0.61130166,-0.7445088,0.0,1.0,1.0,1.2630284,0.37409928,2.0,1.6324238,2.1313543,0.1190199,1.6722604,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0791152,0.62803704,1.556987,2.0,0.0,0.5308467,2.0,3.0,0.8782654,0.25485206,0.115535975,1.803935,1.0,2.0,0.0,1.5623115,0.37409928,2.0,1.5709345,1.9504489,2.0256143,1.6722604,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.2432354,0.4019935,-0.11724923,1.0,3.0,0.26732418,2.0,3.0,-0.011182409,1.3431382,-0.6070087,1.0034835,0.0,1.0,1.0,0.3118286,0.37409928,2.0,0.9810349,0.41462937,0.1190199,-0.7479721,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.053335313,-0.22953342,1.0625777,4.0,1.0,-1.0796243,3.0,1.0,0.09919497,1.6741194,-0.6070087,-1.187889,0.0,4.0,0.0,0.96160966,-0.4973106,2.0,1.5052603,2.0434923,0.1190199,1.5397618,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.14785387,0.66583884,0.40581954,2.0,1.0,1.1509233,1.0,2.0,0.46830162,1.3244742,-0.6070087,-0.34451184,0.0,3.0,0.0,-0.37829578,0.37409928,2.0,0.38574705,0.66730434,-0.7094435,0.07654588,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.2335289,1.3961531,1.7395418,1.0,0.0,1.2690057,1.0,1.0,-0.23377815,1.3298137,0.61130166,1.3584309,1.0,1.0,0.0,1.2630284,-0.4973106,2.0,-0.07883997,0.10378866,0.1190199,0.07654588,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.043434795,-1.639192,-0.9682561,3.0,2.0,0.6396504,1.0,1.0,-0.19602199,-0.5558166,-0.6070087,-1.187889,0.0,3.0,0.0,-0.37829578,0.37409928,2.0,0.38574705,0.66730434,0.1190199,0.07654588,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0.4192052,-0.85374504,1.0625777,1.0,0.0,-1.6534253,2.0,3.0,-0.13781941,0.2894424,-1.5741508,-1.187889,0.0,1.0,0.0,0.16248257,2.1032965,2.0,0.72374934,1.0652558,0.1190199,1.0669487,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
-0.4506506,-0.20731707,-1.1625849,0.0,2.0,0.7502786,1.0,3.0,0.85368526,1.1501341,-0.6070087,1.6645412,1.0,3.0,0.0,0.56719434,-0.4973106,2.0,1.0893878,1.2288766,1.4196571,1.2398113,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.3846283,-0.819142,-0.9682561,2.0,1.0,-0.92703426,2.0,2.0,1.1317432,0.54167336,0.115535975,-1.187889,0.0,2.0,0.0,0.77957034,1.6058325,2.0,-0.07883997,-0.27488256,1.0046619,-0.30453438,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.053335313,-0.41302848,-0.2706972,0.0,2.0,-0.35215193,2.0,3.0,-0.56104225,-0.8037467,-1.5741508,0.009475266,0.0,4.0,0.0,-0.8153837,0.37409928,2.0,-0.36439893,-0.27488256,0.66237974,-0.30453438,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2.0309672,0.6255222,0.8969232,3.0,0.0,0.5308467,2.0,1.0,0.16261055,0.10033484,1.6667483,0.009475266,0.0,4.0,0.0,0.3118286,-1.5862546,2.0,-0.6863266,-0.27488256,0.66237974,-0.30453438,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
1.3094717,-0.09718156,-1.1625849,3.0,1.0,1.0924652,2.0,3.0,0.5226403,0.40328506,1.5363357,-0.7445088,0.0,4.0,2.0,0.56719434,0.37409928,2.0,0.38574705,0.10378866,-0.7094435,-0.7479721,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.9210068,0.06879313,1.7395418,2.0,3.0,1.2690057,2.0,4.0,-1.2487543,-1.0486747,0.9445196,1.3584309,1.0,4.0,1.0,-0.0023724062,0.37409928,2.0,0.17097828,0.41462937,-0.7094435,0.07654588,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1.7498279,1.1962478,-0.11724923,2.0,3.0,-1.0418751,0.0,4.0,0.637518,1.2287688,0.9445196,-1.187889,0.0,1.0,0.0,2.0864587,0.37409928,1.0,0.38574705,0.41462937,-0.7094435,-0.30453438,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0005497,-0.47519112,-0.9682561,1.0,3.0,0.42394152,2.0,4.0,0.86984634,1.0531038,0.61130166,0.009475266,0.0,3.0,1.0,0.56719434,1.0432752,1.0,0.8601554,1.2288766,1.2423108,1.0669487,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.6758633,-0.14914964,0.51531994,2.0,1.0,-0.72979265,2.0,2.0,-0.9136389,-0.33221704,1.6667483,1.6645412,1.0,2.0,3.0,-0.182656,2.1032965,1.0,0.17097828,0.10378866,-0.7094435,0.39257398,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2.0309672,-1.1612161,-1.1625849,3.0,2.0,0.97674507,0.0,4.0,1.1626447,1.1029124,0.61130166,1.3584309,1.0,3.0,1.0,1.1939834,-0.4973106,3.0,-1.045198,-1.2294968,-0.7094435,-1.2514043,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.99817,-1.6015531,-0.78172135,0.0,2.0,1.3286177,2.0,1.0,-0.2694071,0.41663858,-0.6070087,1.0034835,0.0,4.0,0.0,-0.5892252,0.37409928,2.0,0.17097828,0.10378866,-0.7094435,0.07654588,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.66496944,-1.3364514,-1.1625849,1.0,2.0,-1.2647223,2.0,4.0,-0.9440339,-0.10153471,-0.6070087,0.3141729,0.0,2.0,1.0,-1.0567145,-0.4973106,2.0,-0.36439893,-0.27488256,0.66237974,-0.30453438,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.5327288,-0.6834033,-0.9682561,4.0,2.0,0.21616194,1.0,4.0,1.0832611,0.447959,-1.5741508,0.5734312,0.0,2.0,1.0,1.9733965,1.0432752,2.0,2.2578337,1.0652558,0.1190199,1.3963728,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.4192052,-0.12209772,0.16278525,1.0,0.0,0.6947409,2.0,1.0,0.08035746,0.15333945,-0.6070087,2.0612998,1.0,4.0,1.0,0.3118286,0.37409928,2.0,0.9810349,-1.2294968,1.6710874,1.3963728,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.1567585,0.73933566,0.28877005,2.0,3.0,0.91949636,1.0,2.0,1.746702,0.31895187,0.9445196,-0.7445088,0.0,4.0,0.0,1.7607983,0.37409928,2.0,1.8449255,1.5096048,2.0256143,1.3963728,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0.24019937,-1.4363725,-0.2706972,3.0,2.0,1.3286177,2.0,4.0,0.46903455,1.3411665,0.9445196,0.009475266,0.0,2.0,1.0,-0.182656,1.6058325,3.0,0.17097828,0.41462937,-0.7094435,-0.7479721,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0.59171915,0.678472,1.3586584,2.0,3.0,0.06598887,2.0,4.0,0.18202959,0.3656558,0.61130166,0.009475266,0.0,1.0,2.0,0.56719434,1.0432752,1.0,0.38574705,-0.27488256,1.0046619,0.07654588,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.4620403,-0.05844333,0.16278525,1.0,0.0,-1.4087963,2.0,4.0,-0.9932355,-1.3559295,-0.6070087,1.935878,1.0,3.0,0.0,-1.0567145,0.37409928,1.0,-0.36439893,-0.27488256,0.66237974,-0.30453438,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
-0.2432354,-1.6467055,0.6183889,3.0,1.0,-0.031214695,2.0,4.0,-0.18755132,-0.28664702,0.115535975,-1.187889,0.0,3.0,1.0,-0.0023724062,0.37409928,1.0,0.17097828,-0.27488256,-0.7094435,0.07654588,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.24019937,1.1250091,-0.9682561,1.0,3.0,0.97674507,1.0,3.0,-1.272051,-1.4385004,1.380675,0.3141729,0.0,2.0,0.0,-0.182656,0.37409928,2.0,-1.4415442,-1.2294968,-0.7094435,-1.2514043,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.9615062,0.9967506,-0.78172135,2.0,2.0,0.371226,3.0,1.0,-0.9624021,-0.17936891,0.9445196,1.3584309,1.0,1.0,3.0,0.56719434,0.37409928,1.0,-1.045198,-1.2294968,-0.7094435,-1.2514043,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.9210068,0.80312157,-0.11724923,2.0,0.0,1.2690057,2.0,1.0,0.09985199,1.0864048,-0.6070087,1.0034835,0.0,1.0,1.0,1.5076599,-0.4973106,2.0,1.935407,1.3759105,1.8441776,1.6722604,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.053335313,-1.6222693,1.556987,3.0,3.0,1.2097721,2.0,2.0,-1.3100613,0.68372226,-0.6070087,1.188288,0.0,1.0,1.0,0.3118286,0.37409928,1.0,0.9810349,-0.27488256,1.6710874,1.2398113,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0.14785387,-0.96475387,-0.78172135,2.0,2.0,-1.1543734,2.0,2.0,-0.47880659,-0.28573415,-0.6070087,-0.7445088,0.0,3.0,0.0,0.56719434,-0.4973106,1.0,1.0893878,1.5096048,-0.7094435,1.0669487,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0.59171915,0.022197485,-0.78172135,2.0,2.0,-0.72979265,1.0,2.0,0.9234265,0.14149523,0.115535975,-1.187889,0.0,3.0,1.0,0.77957034,1.6058325,2.0,0.17097828,0.41462937,-0.7094435,0.39257398,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.59171915,-0.05615577,-0.2706972,2.0,3.0,0.06598887,2.0,4.0,1.4028673,0.45479876,0.61130166,1.0034835,0.0,3.0,0.0,0.96160966,0.37409928,2.0,-1.045198,-1.2294968,-0.7094435,-1.2514043,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.6758633,-0.69169587,-0.11724923,3.0,1.0,0.21616194,3.0,2.0,-1.1182575,-0.8697796,1.380675,0.5734312,0.0,4.0,0.0,1.1210631,-0.4973106,2.0,-1.045198,-1.2294968,-0.7094435,-1.2514043,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6758633,-0.50712514,0.027342303,3.0,2.0,-1.0796243,2.0,2.0,0.54471517,1.1755052,-1.5741508,-1.187889,0.0,4.0,1.0,0.3118286,-0.4973106,2.0,0.8601554,1.0652558,1.2423108,-0.30453438,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
-1.1121324,-0.20509088,0.6183889,1.0,3.0,0.21616194,2.0,2.0,-1.3038881,-0.62486607,-0.6070087,-0.34451184,0.0,3.0,1.0,-1.5846877,-0.4973106,2.0,-1.045198,-1.2294968,-0.7094435,-1.2514043,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
-0.14233193,-0.69169587,0.16278525,3.0,0.0,0.16554251,2.0,1.0,0.81348336,0.8817346,-1.5741508,0.80034095,0.0,1.0,0.0,-0.37829578,0.37409928,2.0,0.17097828,-0.27488256,-0.7094435,0.07654588,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.7587364,-1.0585368,-1.1625849,2.0,3.0,-1.6190192,2.0,4.0,0.21128713,1.2372363,0.9445196,-0.34451184,0.0,2.0,1.0,0.56719434,-0.4973106,1.0,0.17097828,-0.27488256,0.66237974,-0.30453438,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-0.99817,-0.73302794,-0.6031532,0.0,2.0,0.6947409,1.0,1.0,-0.24480082,0.85647815,-0.6070087,-0.7445088,0.0,1.0,0.0,-0.5892252,-1.5862546,3.0,0.17097828,-0.27488256,-0.7094435,0.07654588,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
